Date,Adj Close
2017-08-28,2.869999885559082
2017-08-29,3.0299999713897705
2017-08-30,2.890000104904175
2017-08-31,2.940000057220459
2017-09-01,3.0
2017-09-05,2.759999990463257
2017-09-06,2.809999942779541
2017-09-07,2.809999942779541
2017-09-08,2.859999895095825
2017-09-11,2.8399999141693115
2017-09-12,2.869999885559082
2017-09-13,2.890000104904175
2017-09-14,2.809999942779541
2017-09-15,2.9600000381469727
2017-09-18,2.869999885559082
2017-09-19,2.869999885559082
2017-09-20,2.819999933242798
2017-09-21,2.8299999237060547
2017-09-22,2.8399999141693115
2017-09-25,2.8399999141693115
2017-09-26,2.859999895095825
2017-09-27,2.9600000381469727
2017-09-28,3.0299999713897705
2017-09-29,3.009999990463257
2017-10-02,3.049999952316284
2017-10-03,3.009999990463257
2017-10-04,2.990000009536743
2017-10-05,2.940000057220459
2017-10-06,3.059999942779541
2017-10-09,3.0
2017-10-10,3.049999952316284
2017-10-11,3.069999933242798
2017-10-12,3.130000114440918
2017-10-13,3.0799999237060547
2017-10-16,2.9700000286102295
2017-10-17,2.9600000381469727
2017-10-18,2.990000009536743
2017-10-19,3.0
2017-10-20,2.890000104904175
2017-10-23,3.049999952316284
2017-10-24,3.190000057220459
2017-10-25,3.1500000953674316
2017-10-26,3.109999895095825
2017-10-27,3.140000104904175
2017-10-30,3.1700000762939453
2017-10-31,3.190000057220459
2017-11-01,2.5199999809265137
2017-11-02,2.450000047683716
2017-11-03,2.4000000953674316
2017-11-06,2.5
2017-11-07,2.490000009536743
2017-11-08,2.440000057220459
2017-11-09,2.4800000190734863
2017-11-10,2.4600000381469727
2017-11-13,2.490000009536743
2017-11-14,2.5
2017-11-15,2.380000114440918
2017-11-16,2.5299999713897705
2017-11-17,2.4800000190734863
2017-11-20,2.490000009536743
2017-11-21,2.4600000381469727
2017-11-22,2.440000057220459
2017-11-24,2.4600000381469727
2017-11-27,2.4600000381469727
2017-11-28,2.4800000190734863
2017-11-29,2.380000114440918
2017-11-30,2.4000000953674316
2017-12-01,2.4100000858306885
2017-12-04,2.4200000762939453
2017-12-05,2.430000066757202
2017-12-06,2.309999942779541
2017-12-07,2.3399999141693115
2017-12-08,2.2899999618530273
2017-12-11,2.200000047683716
2017-12-12,2.2300000190734863
2017-12-13,2.25
2017-12-14,2.2799999713897705
2017-12-15,2.430000066757202
2017-12-18,2.259999990463257
2017-12-19,2.1700000762939453
2017-12-20,2.2899999618530273
2017-12-21,2.3299999237060547
2017-12-22,2.3399999141693115
2017-12-26,2.240000009536743
2017-12-27,2.2699999809265137
2017-12-28,2.2699999809265137
2017-12-29,2.369999885559082
2018-01-02,2.299999952316284
2018-01-03,2.2899999618530273
2018-01-04,2.380000114440918
2018-01-05,2.390000104904175
2018-01-08,2.380000114440918
2018-01-09,2.3499999046325684
2018-01-10,2.2799999713897705
2018-01-11,2.2899999618530273
2018-01-12,2.2899999618530273
2018-01-16,2.2899999618530273
2018-01-17,2.25
2018-01-18,2.140000104904175
2018-01-19,2.109999895095825
2018-01-22,2.119999885559082
2018-01-23,2.0799999237060547
2018-01-24,2.0199999809265137
2018-01-25,2.009999990463257
2018-01-26,2.0
2018-01-29,1.909999966621399
2018-01-30,1.8700000047683716
2018-01-31,1.8200000524520874
2018-02-01,1.8799999952316284
2018-02-02,1.9900000095367432
2018-02-05,1.899999976158142
2018-02-06,1.850000023841858
2018-02-07,1.9900000095367432
2018-02-08,2.0199999809265137
2018-02-09,2.240000009536743
2018-02-12,1.8700000047683716
2018-02-13,1.7999999523162842
2018-02-14,1.7999999523162842
2018-02-15,1.899999976158142
2018-02-16,1.7999999523162842
2018-02-20,1.7200000286102295
2018-02-21,1.7400000095367432
2018-02-22,1.7000000476837158
2018-02-23,1.940000057220459
2018-02-26,1.909999966621399
2018-02-27,1.9900000095367432
2018-02-28,1.909999966621399
2018-03-01,1.8600000143051147
2018-03-02,1.8600000143051147
2018-03-05,1.7400000095367432
2018-03-06,1.559999942779541
2018-03-07,1.6100000143051147
2018-03-08,1.5199999809265137
2018-03-09,1.4500000476837158
2018-03-12,1.6100000143051147
2018-03-13,1.5499999523162842
2018-03-14,1.5399999618530273
2018-03-15,1.6399999856948853
2018-03-16,1.7200000286102295
2018-03-19,1.7000000476837158
2018-03-20,1.7200000286102295
2018-03-21,1.6699999570846558
2018-03-22,1.7200000286102295
2018-03-23,1.6399999856948853
2018-03-26,1.7000000476837158
2018-03-27,1.6100000143051147
2018-03-28,1.7300000190734863
2018-03-29,1.7599999904632568
2018-04-02,1.8600000143051147
2018-04-03,1.7200000286102295
2018-04-04,1.7799999713897705
2018-04-05,1.7899999618530273
2018-04-06,1.8200000524520874
2018-04-09,1.809999942779541
2018-04-10,1.8200000524520874
2018-04-11,1.8799999952316284
2018-04-12,1.8700000047683716
2018-04-13,1.809999942779541
2018-04-16,1.850000023841858
2018-04-17,1.8799999952316284
2018-04-18,1.8799999952316284
2018-04-19,1.8799999952316284
2018-04-20,1.7899999618530273
2018-04-23,1.6699999570846558
2018-04-24,1.850000023841858
2018-04-25,1.850000023841858
2018-04-26,1.8300000429153442
2018-04-27,1.7799999713897705
2018-04-30,1.8200000524520874
2018-05-01,1.8300000429153442
2018-05-02,1.7599999904632568
2018-05-03,1.840000033378601
2018-05-04,1.840000033378601
2018-05-07,1.840000033378601
2018-05-08,1.7999999523162842
2018-05-09,2.0199999809265137
2018-05-10,2.1700000762939453
2018-05-11,2.190000057220459
2018-05-14,2.1500000953674316
2018-05-15,2.2799999713897705
2018-05-16,2.309999942779541
2018-05-17,2.309999942779541
2018-05-18,2.390000104904175
2018-05-21,2.450000047683716
2018-05-22,2.4100000858306885
2018-05-23,2.490000009536743
2018-05-24,2.440000057220459
2018-05-25,2.4800000190734863
2018-05-29,2.359999895095825
2018-05-30,2.319999933242798
2018-05-31,2.2899999618530273
2018-06-01,2.2300000190734863
2018-06-04,2.2200000286102295
2018-06-05,2.180000066757202
2018-06-06,2.2100000381469727
2018-06-07,2.240000009536743
2018-06-08,2.1500000953674316
2018-06-11,2.1500000953674316
2018-06-12,2.049999952316284
2018-06-13,2.200000047683716
2018-06-14,2.2100000381469727
2018-06-15,2.25
2018-06-18,2.259999990463257
2018-06-19,2.299999952316284
2018-06-20,2.2799999713897705
2018-06-21,2.2799999713897705
2018-06-22,2.1500000953674316
2018-06-25,2.190000057220459
2018-06-26,2.190000057220459
2018-06-27,2.190000057220459
2018-06-28,2.140000104904175
2018-06-29,2.200000047683716
2018-07-02,2.4000000953674316
2018-07-03,2.2200000286102295
2018-07-05,2.180000066757202
2018-07-06,2.3499999046325684
2018-07-09,2.299999952316284
2018-07-10,2.380000114440918
2018-07-11,2.509999990463257
2018-07-12,2.7799999713897705
2018-07-13,2.680000066757202
2018-07-16,2.6600000858306885
2018-07-17,2.569999933242798
2018-07-18,2.6500000953674316
2018-07-19,2.6500000953674316
2018-07-20,2.619999885559082
2018-07-23,2.6700000762939453
2018-07-24,2.5799999237060547
2018-07-25,2.6700000762939453
2018-07-26,2.7200000286102295
2018-07-27,2.759999990463257
2018-07-30,2.5399999618530273
2018-07-31,2.450000047683716
2018-08-01,2.799999952316284
2018-08-02,2.880000114440918
2018-08-03,2.7899999618530273
2018-08-06,2.740000009536743
2018-08-07,2.700000047683716
2018-08-08,2.549999952316284
2018-08-09,2.6500000953674316
2018-08-10,2.75
2018-08-13,2.6500000953674316
2018-08-14,2.5999999046325684
2018-08-15,2.5
2018-08-16,2.5399999618530273
2018-08-17,2.490000009536743
2018-08-20,2.4100000858306885
2018-08-21,2.5
2018-08-22,2.4800000190734863
2018-08-23,2.4800000190734863
2018-08-24,2.5899999141693115
2018-08-27,2.569999933242798
2018-08-28,2.4200000762939453
2018-08-29,2.450000047683716
2018-08-30,2.440000057220459
2018-08-31,2.430000066757202
2018-09-04,2.549999952316284
2018-09-05,2.4100000858306885
2018-09-06,2.4700000286102295
2018-09-07,2.5199999809265137
2018-09-10,2.5999999046325684
2018-09-11,2.5999999046325684
2018-09-12,2.6500000953674316
2018-09-13,2.680000066757202
2018-09-14,2.5999999046325684
2018-09-17,2.5
2018-09-18,2.5299999713897705
2018-09-19,2.619999885559082
2018-09-20,2.819999933242798
2018-09-21,2.950000047683716
2018-09-24,2.619999885559082
2018-09-25,2.700000047683716
2018-09-26,2.700000047683716
2018-09-27,2.700000047683716
2018-09-28,2.700000047683716
2018-10-01,2.740000009536743
2018-10-02,2.740000009536743
2018-10-03,2.8299999237060547
2018-10-04,2.7200000286102295
2018-10-05,2.7100000381469727
2018-10-08,2.619999885559082
2018-10-09,2.630000114440918
2018-10-10,2.619999885559082
2018-10-11,2.5999999046325684
2018-10-12,2.680000066757202
2018-10-15,2.5999999046325684
2018-10-16,2.630000114440918
2018-10-17,2.559999942779541
2018-10-18,2.509999990463257
2018-10-19,2.4100000858306885
2018-10-22,2.5
2018-10-23,2.450000047683716
2018-10-24,2.4100000858306885
2018-10-25,2.4000000953674316
2018-10-26,2.4200000762939453
2018-10-29,2.4200000762939453
2018-10-30,2.450000047683716
2018-10-31,2.319999933242798
2018-11-01,2.3399999141693115
2018-11-02,2.3499999046325684
2018-11-05,2.559999942779541
2018-11-06,2.509999990463257
2018-11-07,2.4700000286102295
2018-11-08,2.5799999237060547
2018-11-09,2.5999999046325684
2018-11-12,2.490000009536743
2018-11-13,2.390000104904175
2018-11-14,2.319999933242798
2018-11-15,2.3399999141693115
2018-11-16,2.319999933242798
2018-11-19,2.299999952316284
2018-11-20,2.25
2018-11-21,2.3299999237060547
2018-11-23,2.319999933242798
2018-11-26,2.299999952316284
2018-11-27,2.3399999141693115
2018-11-28,2.2799999713897705
2018-11-29,2.200000047683716
2018-11-30,2.109999895095825
2018-12-03,2.0
2018-12-04,2.0
2018-12-06,2.0999999046325684
2018-12-07,2.0999999046325684
2018-12-10,2.130000114440918
2018-12-11,2.140000104904175
2018-12-12,2.0899999141693115
2018-12-13,2.1500000953674316
2018-12-14,2.1600000858306885
2018-12-17,2.0999999046325684
2018-12-18,2.109999895095825
2018-12-19,1.9900000095367432
2018-12-20,2.0
2018-12-21,2.0
2018-12-24,2.049999952316284
2018-12-26,2.0299999713897705
2018-12-27,1.9800000190734863
2018-12-28,1.9800000190734863
2018-12-31,1.899999976158142
2019-01-02,2.130000114440918
2019-01-03,1.9900000095367432
2019-01-04,2.0999999046325684
2019-01-07,2.0899999141693115
2019-01-08,2.049999952316284
2019-01-09,2.069999933242798
2019-01-10,2.1700000762939453
2019-01-11,2.1500000953674316
2019-01-14,2.180000066757202
2019-01-15,2.2300000190734863
2019-01-16,2.130000114440918
2019-01-17,2.119999885559082
2019-01-18,2.2200000286102295
2019-01-22,2.2200000286102295
2019-01-23,2.4000000953674316
2019-01-24,2.1700000762939453
2019-01-25,2.309999942779541
2019-01-28,2.4200000762939453
2019-01-29,2.4000000953674316
2019-01-30,2.3499999046325684
2019-01-31,2.3499999046325684
2019-02-01,2.299999952316284
2019-02-04,2.309999942779541
2019-02-05,2.299999952316284
2019-02-06,2.3399999141693115
2019-02-07,2.1500000953674316
2019-02-08,2.190000057220459
2019-02-11,2.1500000953674316
2019-02-12,2.190000057220459
2019-02-13,2.200000047683716
2019-02-14,2.1500000953674316
2019-02-15,2.1500000953674316
2019-02-19,2.180000066757202
2019-02-20,2.180000066757202
2019-02-21,2.2899999618530273
2019-02-22,2.309999942779541
2019-02-25,2.259999990463257
2019-02-26,2.3499999046325684
2019-02-27,2.4000000953674316
2019-02-28,2.359999895095825
2019-03-01,2.359999895095825
2019-03-04,2.319999933242798
2019-03-05,2.299999952316284
2019-03-06,2.509999990463257
2019-03-07,2.4000000953674316
2019-03-08,2.4100000858306885
2019-03-11,2.4200000762939453
2019-03-12,2.5199999809265137
2019-03-13,2.640000104904175
2019-03-14,2.5
2019-03-15,2.380000114440918
2019-03-18,2.3499999046325684
2019-03-19,2.3499999046325684
2019-03-20,2.3499999046325684
2019-03-21,2.4100000858306885
2019-03-22,2.4200000762939453
2019-03-25,2.369999885559082
2019-03-26,2.430000066757202
2019-03-27,2.490000009536743
2019-03-28,2.509999990463257
2019-03-29,2.450000047683716
2019-04-01,2.680000066757202
2019-04-02,2.6500000953674316
2019-04-03,2.5899999141693115
2019-04-04,2.549999952316284
2019-04-05,2.6700000762939453
2019-04-08,2.700000047683716
2019-04-09,2.7100000381469727
2019-04-10,2.7799999713897705
2019-04-11,2.940000057220459
2019-04-12,2.7899999618530273
2019-04-15,2.740000009536743
2019-04-16,2.7200000286102295
2019-04-17,2.7899999618530273
2019-04-18,2.8399999141693115
2019-04-22,2.869999885559082
2019-04-23,2.9000000953674316
2019-04-24,3.1500000953674316
2019-04-25,3.0799999237060547
2019-04-26,3.0999999046325684
2019-04-29,3.2799999713897705
2019-04-30,3.1500000953674316
2019-05-01,3.6500000953674316
2019-05-02,4.010000228881836
2019-05-03,4.599999904632568
2019-05-06,4.5
2019-05-07,4.349999904632568
2019-05-08,4.349999904632568
2019-05-09,4.420000076293945
2019-05-10,4.019999980926514
2019-05-13,3.9800000190734863
2019-05-14,4.139999866485596
2019-05-15,4.239999771118164
2019-05-16,3.9700000286102295
2019-05-17,3.799999952316284
2019-05-20,3.700000047683716
2019-05-21,3.5999999046325684
2019-05-22,3.990000009536743
2019-05-23,3.5799999237060547
2019-05-24,3.549999952316284
2019-05-28,3.4800000190734863
2019-05-29,3.5
2019-05-30,3.2300000190734863
2019-05-31,3.2300000190734863
2019-06-03,3.0
2019-06-04,3.0799999237060547
2019-06-05,3.1600000858306885
2019-06-06,3.0299999713897705
2019-06-07,3.0399999618530273
2019-06-10,2.8499999046325684
2019-06-11,2.9000000953674316
2019-06-12,3.059999942779541
2019-06-13,3.200000047683716
2019-06-14,3.009999990463257
2019-06-17,3.190000057220459
2019-06-18,3.25
2019-06-19,3.369999885559082
2019-06-20,3.5999999046325684
2019-06-21,3.799999952316284
2019-06-24,3.700000047683716
2019-06-25,3.7100000381469727
2019-06-26,3.619999885559082
2019-06-27,4.059999942779541
2019-06-28,4.150000095367432
2019-07-01,4.199999809265137
2019-07-02,4.389999866485596
2019-07-03,4.420000076293945
2019-07-05,4.480000019073486
2019-07-08,4.360000133514404
2019-07-09,4.349999904632568
2019-07-10,4.449999809265137
2019-07-11,4.400000095367432
2019-07-12,4.300000190734863
2019-07-15,4.25
2019-07-16,4.110000133514404
2019-07-17,3.9700000286102295
2019-07-18,3.8399999141693115
2019-07-19,3.7899999618530273
2019-07-22,3.799999952316284
2019-07-23,3.7899999618530273
2019-07-24,3.809999942779541
2019-07-25,4.25
2019-07-26,4.539999961853027
2019-07-29,4.429999828338623
2019-07-30,4.5
2019-07-31,3.7200000286102295
2019-08-01,3.549999952316284
2019-08-02,3.3499999046325684
2019-08-05,3.1500000953674316
2019-08-06,3.059999942779541
2019-08-07,3.3499999046325684
2019-08-08,3.2300000190734863
2019-08-09,3.309999942779541
2019-08-12,3.240000009536743
2019-08-13,3.0199999809265137
2019-08-14,3.0399999618530273
2019-08-15,3.0399999618530273
2019-08-16,3.0799999237060547
2019-08-19,2.9600000381469727
2019-08-20,3.0199999809265137
2019-08-21,3.0
2019-08-22,3.0
2019-08-23,3.0
2019-08-26,3.0
2019-08-27,2.819999933242798
2019-08-28,2.819999933242798
2019-08-29,2.890000104904175
2019-08-30,3.049999952316284
2019-09-03,3.180000066757202
2019-09-04,3.0299999713897705
2019-09-05,3.140000104904175
2019-09-06,3.259999990463257
2019-09-09,3.0
2019-09-10,3.1500000953674316
2019-09-11,3.119999885559082
2019-09-12,3.0899999141693115
2019-09-13,3.1700000762939453
2019-09-16,3.180000066757202
2019-09-17,3.180000066757202
2019-09-18,3.190000057220459
2019-09-19,3.240000009536743
2019-09-20,3.4000000953674316
2019-09-23,3.180000066757202
2019-09-24,3.200000047683716
2019-09-25,3.200000047683716
2019-09-26,3.2300000190734863
2019-09-27,3.319999933242798
2019-09-30,3.259999990463257
2019-10-01,3.2899999618530273
2019-10-02,3.049999952316284
2019-10-03,3.240000009536743
2019-10-04,3.2300000190734863
2019-10-07,3.2300000190734863
2019-10-08,3.109999895095825
2019-10-09,3.240000009536743
2019-10-10,3.0999999046325684
2019-10-11,3.109999895095825
2019-10-14,2.9000000953674316
2019-10-15,2.890000104904175
2019-10-16,2.6600000858306885
2019-10-17,2.700000047683716
2019-10-18,2.869999885559082
2019-10-21,2.859999895095825
2019-10-22,2.819999933242798
2019-10-23,2.890000104904175
2019-10-24,2.9000000953674316
2019-10-25,2.7699999809265137
2019-10-28,3.009999990463257
2019-10-29,3.009999990463257
2019-10-30,3.1500000953674316
2019-10-31,2.9700000286102295
2019-11-01,3.1500000953674316
2019-11-04,3.0
2019-11-05,2.8499999046325684
2019-11-06,2.799999952316284
2019-11-07,2.5199999809265137
2019-11-08,2.5999999046325684
2019-11-11,2.5299999713897705
2019-11-12,2.450000047683716
2019-11-13,2.4700000286102295
2019-11-14,2.5299999713897705
2019-11-15,2.5
2019-11-18,2.5999999046325684
2019-11-19,2.75
2019-11-20,2.549999952316284
2019-11-21,2.549999952316284
2019-11-22,2.5
2019-11-25,2.5
2019-11-26,2.5799999237060547
2019-11-27,2.5299999713897705
2019-11-29,2.559999942779541
2019-12-02,2.5799999237060547
2019-12-03,2.559999942779541
2019-12-04,2.5299999713897705
2019-12-05,2.5299999713897705
2019-12-06,2.559999942779541
2019-12-09,2.630000114440918
2019-12-10,2.609999895095825
2019-12-11,2.619999885559082
2019-12-12,2.6500000953674316
2019-12-13,2.6500000953674316
2019-12-16,2.5899999141693115
2019-12-17,2.5299999713897705
2019-12-18,2.549999952316284
2019-12-19,2.630000114440918
2019-12-20,2.549999952316284
2019-12-23,2.5
2019-12-24,2.5999999046325684
2019-12-26,2.609999895095825
2019-12-27,2.619999885559082
2019-12-30,2.5799999237060547
2019-12-31,2.609999895095825
2020-01-02,2.5999999046325684
2020-01-03,2.5799999237060547
2020-01-06,2.5399999618530273
2020-01-07,2.6500000953674316
2020-01-08,2.6500000953674316
2020-01-09,2.6700000762939453
2020-01-10,2.559999942779541
2020-01-13,2.569999933242798
2020-01-14,2.559999942779541
2020-01-15,2.509999990463257
2020-01-16,2.5399999618530273
2020-01-17,2.5399999618530273
2020-01-21,2.619999885559082
2020-01-22,2.5199999809265137
2020-01-23,2.509999990463257
2020-01-24,2.509999990463257
2020-01-27,2.509999990463257
2020-01-28,2.509999990463257
2020-01-29,2.4600000381469727
2020-01-30,2.4100000858306885
2020-01-31,2.4800000190734863
2020-02-03,2.4100000858306885
2020-02-04,2.509999990463257
2020-02-05,2.430000066757202
2020-02-06,2.4700000286102295
2020-02-07,2.5
2020-02-10,2.5199999809265137
2020-02-11,2.1600000858306885
2020-02-12,2.1700000762939453
2020-02-13,2.0
2020-02-14,1.9800000190734863
2020-02-18,2.0299999713897705
2020-02-19,1.909999966621399
2020-02-20,1.9500000476837158
2020-02-21,1.8600000143051147
2020-02-24,1.7799999713897705
2020-02-25,1.7000000476837158
2020-02-26,1.7300000190734863
2020-02-27,1.7000000476837158
2020-02-28,1.7000000476837158
2020-03-02,1.7100000381469727
2020-03-03,1.7699999809265137
2020-03-04,1.7799999713897705
2020-03-05,1.7599999904632568
2020-03-06,1.7899999618530273
2020-03-09,1.7000000476837158
2020-03-10,1.6799999475479126
2020-03-11,1.600000023841858
2020-03-12,1.4900000095367432
2020-03-13,1.440000057220459
2020-03-16,1.399999976158142
2020-03-17,1.3799999952316284
2020-03-18,1.3300000429153442
2020-03-19,1.3600000143051147
2020-03-20,1.4500000476837158
2020-03-23,1.350000023841858
2020-03-24,1.399999976158142
2020-03-25,1.3799999952316284
2020-03-26,1.399999976158142
2020-03-27,1.3899999856948853
2020-03-30,1.3700000047683716
2020-03-31,1.659999966621399
2020-04-01,1.6100000143051147
2020-04-02,1.6100000143051147
2020-04-03,1.690000057220459
2020-04-06,1.7000000476837158
2020-04-07,1.6799999475479126
2020-04-08,1.6699999570846558
2020-04-09,1.5800000429153442
2020-04-13,1.9600000381469727
2020-04-14,2.0999999046325684
2020-04-15,2.25
2020-04-16,2.200000047683716
2020-04-17,2.2799999713897705
2020-04-20,2.200000047683716
2020-04-21,2.2799999713897705
2020-04-22,2.3299999237060547
2020-04-23,2.440000057220459
2020-04-24,2.440000057220459
2020-04-27,2.4600000381469727
2020-04-28,2.4100000858306885
2020-04-29,2.5
2020-04-30,2.5399999618530273
2020-05-01,2.5399999618530273
2020-05-04,2.490000009536743
2020-05-05,2.299999952316284
2020-05-06,2.299999952316284
2020-05-07,1.9900000095367432
2020-05-08,2.009999990463257
2020-05-11,2.4000000953674316
2020-05-12,2.4700000286102295
2020-05-13,2.380000114440918
2020-05-14,2.5
2020-05-15,2.3299999237060547
2020-05-18,2.4100000858306885
2020-05-19,2.390000104904175
2020-05-20,2.630000114440918
2020-05-21,2.5
2020-05-22,2.559999942779541
2020-05-26,2.4000000953674316
2020-05-27,2.440000057220459
2020-05-28,2.509999990463257
2020-05-29,2.4600000381469727
2020-06-01,2.4000000953674316
2020-06-02,2.2200000286102295
2020-06-03,2.4000000953674316
2020-06-04,2.180000066757202
2020-06-05,2.3299999237060547
2020-06-08,2.2899999618530273
2020-06-09,2.25
2020-06-10,2.2300000190734863
2020-06-11,2.180000066757202
2020-06-12,2.2100000381469727
2020-06-15,2.2200000286102295
2020-06-16,2.2799999713897705
2020-06-17,2.3399999141693115
2020-06-18,2.309999942779541
2020-06-19,2.200000047683716
2020-06-22,2.2699999809265137
2020-06-23,2.450000047683716
2020-06-24,2.450000047683716
2020-06-25,2.5199999809265137
2020-06-26,2.4700000286102295
2020-06-29,2.4000000953674316
2020-06-30,3.5899999141693115
2020-07-01,4.050000190734863
2020-07-02,4.420000076293945
2020-07-06,4.539999961853027
2020-07-07,4.309999942779541
2020-07-08,4.46999979019165
2020-07-09,4.28000020980835
2020-07-10,5.28000020980835
2020-07-13,5.170000076293945
2020-07-14,5.150000095367432
2020-07-15,4.539999961853027
2020-07-16,4.909999847412109
2020-07-17,5.039999961853027
2020-07-20,4.860000133514404
2020-07-21,4.96999979019165
2020-07-22,4.900000095367432
2020-07-23,4.909999847412109
2020-07-24,4.96999979019165
2020-07-27,4.710000038146973
2020-07-28,4.75
2020-07-29,4.75
2020-07-30,4.679999828338623
2020-07-31,4.670000076293945
2020-08-03,4.75
2020-08-04,4.75
2020-08-05,4.739999771118164
2020-08-06,4.75
2020-08-07,4.769999980926514
2020-08-10,4.889999866485596
2020-08-11,4.619999885559082
2020-08-12,4.889999866485596
2020-08-13,4.909999847412109
2020-08-14,4.920000076293945
2020-08-17,5.880000114440918
2020-08-18,6.010000228881836
2020-08-19,5.190000057220459
2020-08-20,5.650000095367432
2020-08-21,5.590000152587891
2020-08-24,5.599999904632568
2020-08-25,5.599999904632568
